,path,date,category,FOV,sample,roin,label,iter,left_bgd,right_bgd,ratio_bgd,sigma_bgd,left_width,right_width
289,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3\process3\vesicle\roi5.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3,20,5,std_dose,,0.015257916323567683,0.024863600567340632,1.629554130463792,0.029952632449588276,3.426021342178078,2.4089807742178664
290,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3\process3\vesicle\roi6.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3,20,6,std_dose,,0.0017207857019799731,0.00196287315001991,1.1406842512471982,0.000455800629821982,3.532230067388697,2.7345336136035
291,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3\process3\vesicle\roi7.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3,20,7,std_dose,,0.013860789200184548,0.01667600427925707,1.2031064060216023,0.023542617902351265,3.532228991975763,2.677583949352823
292,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3\process3\vesicle\roi8.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3,20,8,std_dose,,0.006516894719968913,0.006607751775745678,1.0139417713007335,0.008743758218293651,3.5322300675464233,2.0864800628370164
293,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3\process3\vesicle\roi9.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo3,20,9,std_dose,,0.011633045916746007,0.013737690955047566,1.1809195161236214,0.02177009410651469,3.5322300616624185,2.005028611111501
294,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\adult\roi1.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,1,std_dose,,0.12416572140999194,0.08851454560579891,0.7128742506438328,0.3628929079662694,1.9059227986039493,2.698541651233491
295,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\adult\roi2.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,2,std_dose,,0.1096982724986651,0.08257995907640842,0.7527917914788796,0.3526958320369806,1.3546102343407522,2.2399331251921675
296,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\adult\roi3.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,3,std_dose,,0.15993338131335466,0.13584996592227871,0.8494159556103567,0.3774077070524958,1.3061068308841508,1.9781241718191958
297,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\adult\roi4.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,4,std_dose,,0.14825826356665384,0.11641068874078242,0.7851885347925082,0.3789053143998732,1.4448497902372268,2.063368402648633
298,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\adult\roi5.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,5,std_dose,,0.10300636948432695,0.08525460019358799,0.8276633825693662,0.369436398221477,1.8304202196248458,2.1661294309717127
299,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\small\roi1.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,1,std_dose,,0.11284731611069287,0.11315725674664712,1.002746548581184,0.18594298114438573,1.984454369221823,2.020849354963357
300,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\small\roi2.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,2,std_dose,,0.20360129765139573,0.21995121939186735,1.0803036224674059,0.27298376690764004,1.5870802585116415,1.6819435227579518
301,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\small\roi3.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,3,std_dose,,0.22590117591257186,0.18108891241907787,0.8016289055934919,0.6325305573461267,1.278920846869743,2.5063214192271763
302,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\small\roi4.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,4,std_dose,,0.08824950548499899,0.07705688371995312,0.8731707140619792,0.22548915730399743,1.399571381386808,1.7675958812129124
303,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi1.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,1,std_dose,,0.040376065017292545,0.048025754541105026,1.189460996769651,0.06251497971809208,2.065828954469506,2.010185612936206
304,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi10.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,10,std_dose,,0.04541335009415981,0.06867897117738164,1.512307967480554,0.08242010202509337,3.104773660699173,2.078386538505352
305,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi11.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,11,std_dose,,0.04505610065038851,0.05292137462725355,1.1745662377198463,0.08583975504457136,3.5322300675464233,2.3368989918995537
306,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi12.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,12,std_dose,,0.11378508286192529,0.11793645905845301,1.0364843623796038,0.061083289686414854,3.5322300675462874,3.5322300674732703
307,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi13.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,13,std_dose,,0.06427382676211324,0.07008862958325562,1.090469217628255,0.11548940591916373,3.532230067541816,3.532230067541877
308,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi14.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,14,std_dose,,0.04759067660120725,0.057970847481370436,1.2181135386484476,0.08070517711577291,3.532229414617947,2.1920436914459924
309,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi15.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,15,std_dose,,0.05501685466426903,0.06404652856328119,1.164125593040791,0.114903905113036,3.5322298502493465,2.7254732020318198
310,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi16.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,16,std_dose,,0.05736566052148773,0.07351014854913884,1.2814312235035419,0.12484977720282842,3.5322300675464233,2.363136087348078
311,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi17.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,17,std_dose,,0.0600565900255034,0.06283935122906792,1.0463356511314212,0.09929975177976502,3.5322300675464233,2.139458651140823
312,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi18.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,18,std_dose,,0.04218731596081038,0.04567571624132205,1.0826883673697612,0.07128189919205302,2.7033106485375575,1.6848187672573578
313,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi19.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,19,std_dose,,0.05176707614695486,0.0537095078844414,1.0375225313473841,0.08652950440655555,3.5322300675464233,3.084218349048585
314,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi20.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,20,std_dose,,0.05251670541040376,0.06958154367509545,1.3249411426580289,0.09979918382642061,3.532230067546419,2.240987896816375
315,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi4.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,4,std_dose,,0.08449086599645161,0.09313388599874073,1.1022953179655195,0.23094162029539034,2.0827325225636453,2.0747949598975035
316,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi5.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,5,std_dose,,0.030652181483546703,0.04129992393374032,1.3473730721550456,0.06567965417898658,3.5322300675081286,1.9422780367554173
317,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi6.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,6,std_dose,,0.04146527002841227,0.05092848004783451,1.2282201469552227,0.07424268689417568,3.5322300675464233,2.0101864615802336
318,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi7.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,7,std_dose,,0.042921387478229434,0.055771885382282504,1.2993961439520354,0.08290440168517366,3.5322300675464233,1.6961218349915752
319,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi8.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,8,std_dose,,0.0331760153952097,0.0403333077587425,1.2157369496689538,0.07634982642299454,3.532229092659457,1.5972514262080761
320,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4\process4\vesicle\roi9.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo4,21,9,std_dose,,0.04417660838861026,0.06298959275889476,1.4258585042290146,0.09064795288672678,3.200914059318256,1.6388808789928908
321,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi1.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,1,std_dose,,0.1949972161397729,0.11001174356957699,0.5641708417556136,0.28769772949458733,1.3086630665524055,2.315367300270911
322,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi10.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,10,std_dose,,0.12639306235592818,0.07506845325438405,0.5939285895533422,0.3513925362011183,1.3277567457764246,2.908171393540107
323,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi11.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,11,std_dose,,0.26597695711238306,0.16116569310985035,0.6059385552025588,0.4035909572295563,1.3831069867377996,2.077431476662844
324,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi12.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,12,std_dose,,0.14473471642359748,0.08716287865422523,0.6022250971157755,0.31150561279247047,1.6419720332680792,3.3035253544605405
325,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi13.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,13,std_dose,,0.1499744828607924,0.10193124654060781,0.6796572629973411,0.4123315707982148,1.658146371717173,3.5322300626524243
326,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi14.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,14,std_dose,,0.09439823787111207,0.08401596751473173,0.8900162694715137,0.2928781853151746,2.3784233118122073,2.388776275472133
327,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi2.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,2,std_dose,,0.22211009206940718,0.1259298247286968,0.5669702963760196,0.33781729601038857,1.4536108454605794,2.2887021505423357
328,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi3.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,3,std_dose,,0.15290834898601424,0.11187034673689666,0.731616994616356,0.40830689845238244,1.3368064472373058,2.305435985196492
329,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi4.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,4,std_dose,,0.13849169403157108,0.08227023185325405,0.5940445196265663,0.36700980514069814,1.440890162361161,3.0926297125206976
330,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi5.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,5,std_dose,,0.1429600380781209,0.08863940080429344,0.6200292193253069,0.36938649181042593,1.5876164409391234,2.526569146549159
331,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi6.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,6,std_dose,,0.19580630193712306,0.12948028337191825,0.6612671915610597,0.42993560614612447,1.1417552858479743,2.1954070783049278
332,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi7.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,7,std_dose,,0.22568491595726464,0.14317979452542312,0.6344234124735897,0.3371477881317061,1.2638379591234628,2.2844402299463016
333,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi8.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,8,std_dose,,0.21750709087436076,0.11636232549709352,0.5349817563617189,0.38456464723412764,1.1853990564951273,2.4125257620498233
334,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\adult\roi9.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,9,std_dose,,0.3149703476986404,0.2049932375762783,0.650833448526441,0.45875814615959076,1.450296884637051,2.220563346548322
336,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi1.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,1,std_dose,,0.1279274696275742,0.08852339495234043,0.6919811296983521,0.1781001243814816,1.3044418656742665,2.5571691943317028
337,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi10.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,10,std_dose,,0.5229738192188322,0.5917406723828764,1.131491961235768,0.4941523219396575,1.5539888916575004,1.9910165473661228
338,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi11.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,11,std_dose,,0.6823400969246785,0.6879299641825369,1.008192201049084,0.6221444182857667,1.7264246981925317,2.331294464073206
339,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi12.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,12,std_dose,,0.41876261303058004,0.47976789053869284,1.1456798568205941,0.29364966268364723,1.6630704947261827,1.9007237170796976
340,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi13.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,13,std_dose,,0.16334556719601317,0.18544251990638594,1.135277333139115,0.18132092483299073,2.216903330328656,2.031022111579473
341,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi14.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,14,std_dose,,0.632660558639027,0.42668784196356,0.6744340802300788,0.7455990733875666,1.6504698144916006,2.4321125115677336
342,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi15.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,15,std_dose,,0.5958495422181805,0.6198134752480252,1.0402180942199497,0.5163687565295143,1.4556233702675057,1.8196052032637573
343,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi16.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,16,std_dose,,0.4461256707141432,0.37357601762976367,0.8373784387519229,0.6292296116649931,1.5213475143811088,2.2886426535757356
344,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi17.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,17,std_dose,,0.10895779318394688,0.0810507865655139,0.7438732393256234,0.3784118227602693,1.147416568301133,1.606769919693419
345,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi18.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,18,std_dose,,0.21701914488283303,0.16733673428632156,0.7710689965932056,0.5556847232153515,1.551572841391081,2.312547341379249
346,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\small\roi2.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,2,std_dose,,0.21548396130852943,0.2062149953323439,0.9569853555693908,0.3287148745587445,2.723170492648341,2.451534049652388
